trust,region,year,month,month_name,period,attendances,admissions,breaches,perf_4hr_pct,breach_rate_pct,admission_rate_pct,median_wait_mins,ambulance_handover_delay_pct,prev_month_perf,prev_month_breach,rolling_3m_att,att_growth_pct,is_winter,is_covid_period
Manchester University NHS FT,North West,2019,9,Sep,2019-09,17099,4960,2450,85.7,14.3,29.0,107.0,3.1,86.8,13.2,18026.0,-9.18,0,0
Manchester University NHS FT,North West,2019,10,Oct,2019-10,16942,4280,2197,87.0,13.0,25.3,105.0,4.5,85.7,14.3,17623.0,-0.92,0,0
Manchester University NHS FT,North West,2019,11,Nov,2019-11,18312,4965,2907,84.1,15.9,27.1,93.0,4.7,87.0,13.0,17451.0,8.09,1,0
Manchester University NHS FT,North West,2019,12,Dec,2019-12,19526,5220,4042,79.3,20.7,26.7,154.0,5.8,84.1,15.9,18260.0,6.63,1,0
Manchester University NHS FT,North West,2020,1,Jan,2020-01,20507,6031,4625,77.4,22.6,29.4,116.0,10.7,79.3,20.7,19448.0,5.02,1,0
Manchester University NHS FT,North West,2020,2,Feb,2020-02,19301,4731,4133,78.6,21.4,24.5,118.0,7.6,77.4,22.6,19778.0,-5.88,1,0
Manchester University NHS FT,North West,2020,3,Mar,2020-03,18251,4930,3019,83.5,16.5,27.0,84.0,6.5,78.6,21.4,19353.0,-5.44,0,1
Manchester University NHS FT,North West,2020,4,Apr,2020-04,9551,2404,1546,83.8,16.2,25.2,76.0,7.1,83.5,16.5,15701.0,-47.67,0,1
Manchester University NHS FT,North West,2020,5,May,2020-05,9322,2788,1254,86.5,13.5,29.9,103.0,5.2,83.8,16.2,12375.0,-2.4,0,1
Manchester University NHS FT,North West,2020,6,Jun,2020-06,9772,2421,1469,85.0,15.0,24.8,84.0,2.6,86.5,13.5,9548.0,4.83,0,1
Manchester University NHS FT,North West,2020,7,Jul,2020-07,14830,3600,2018,86.4,13.6,24.3,79.0,4.5,85.0,15.0,11308.0,51.76,0,0
Manchester University NHS FT,North West,2020,8,Aug,2020-08,15744,4337,2691,82.9,17.1,27.6,76.0,3.9,86.4,13.6,13449.0,6.16,0,0
Manchester University NHS FT,North West,2020,9,Sep,2020-09,14198,3412,1774,87.5,12.5,24.0,108.0,5.2,82.9,17.1,14924.0,-9.82,0,0
Manchester University NHS FT,North West,2020,10,Oct,2020-10,18130,5005,2998,83.5,16.5,27.6,92.0,6.8,87.5,12.5,16024.0,27.69,0,0
Manchester University NHS FT,North West,2020,11,Nov,2020-11,18472,4831,3830,79.3,20.7,26.2,142.0,5.5,83.5,16.5,16933.0,1.89,1,0
Manchester University NHS FT,North West,2020,12,Dec,2020-12,19999,4931,3795,81.0,19.0,24.7,99.0,6.3,79.3,20.7,18867.0,8.27,1,0
Manchester University NHS FT,North West,2021,1,Jan,2021-01,21212,6119,6713,68.4,31.6,28.8,209.0,13.7,81.0,19.0,19894.0,6.07,1,0
Manchester University NHS FT,North West,2021,2,Feb,2021-02,19998,5664,5773,71.1,28.9,28.3,149.0,10.5,68.4,31.6,20403.0,-5.72,1,0
Manchester University NHS FT,North West,2021,3,Mar,2021-03,18107,5219,4460,75.4,24.6,28.8,140.0,6.9,71.1,28.9,19772.0,-9.46,0,0
Manchester University NHS FT,North West,2021,4,Apr,2021-04,17601,5026,4186,76.2,23.8,28.6,115.0,9.3,75.4,24.6,18569.0,-2.79,0,0
Manchester University NHS FT,North West,2021,5,May,2021-05,17702,5459,4189,76.3,23.7,30.8,128.0,10.5,76.2,23.8,17803.0,0.57,0,0
Manchester University NHS FT,North West,2021,6,Jun,2021-06,17956,5237,3966,77.9,22.1,29.2,150.0,7.2,76.3,23.7,17753.0,1.43,0,0
Manchester University NHS FT,North West,2021,7,Jul,2021-07,18553,5501,4302,76.8,23.2,29.7,144.0,9.9,77.9,22.1,18070.0,3.32,0,0
Manchester University NHS FT,North West,2021,8,Aug,2021-08,19251,4782,4540,76.4,23.6,24.8,135.0,5.3,76.8,23.2,18587.0,3.76,0,0
Manchester University NHS FT,North West,2021,9,Sep,2021-09,17136,4587,4008,76.6,23.4,26.8,141.0,7.5,76.4,23.6,18313.0,-10.99,0,0
Manchester University NHS FT,North West,2021,10,Oct,2021-10,17844,4748,4623,74.1,25.9,26.6,120.0,6.5,76.6,23.4,18077.0,4.13,0,0
Manchester University NHS FT,North West,2021,11,Nov,2021-11,19511,5528,5206,73.3,26.7,28.3,131.0,8.6,74.1,25.9,18164.0,9.34,1,0
Manchester University NHS FT,North West,2021,12,Dec,2021-12,20651,5648,6047,70.7,29.3,27.4,111.0,9.3,73.3,26.7,19335.0,5.84,1,0
Manchester University NHS FT,North West,2022,1,Jan,2022-01,20756,5824,7215,65.2,34.8,28.1,190.0,12.8,70.7,29.3,20306.0,0.51,1,0
Manchester University NHS FT,North West,2022,2,Feb,2022-02,20471,5942,6470,68.4,31.6,29.0,217.0,8.2,65.2,34.8,20626.0,-1.37,1,0
Manchester University NHS FT,North West,2022,3,Mar,2022-03,18669,5326,6035,67.7,32.3,28.5,213.0,9.8,68.4,31.6,19965.0,-8.8,0,0
Manchester University NHS FT,North West,2022,4,Apr,2022-04,18281,5583,5322,70.9,29.1,30.5,126.0,7.8,67.7,32.3,19140.0,-2.08,0,0
Manchester University NHS FT,North West,2022,5,May,2022-05,17293,4495,4639,73.2,26.8,26.0,124.0,11.2,70.9,29.1,18081.0,-5.4,0,0
Manchester University NHS FT,North West,2022,6,Jun,2022-06,17915,5064,4857,72.9,27.1,28.3,142.0,8.1,73.2,26.8,17830.0,3.6,0,0
Manchester University NHS FT,North West,2022,7,Jul,2022-07,19002,4801,5581,70.6,29.4,25.3,141.0,8.4,72.9,27.1,18070.0,6.07,0,0
Manchester University NHS FT,North West,2022,8,Aug,2022-08,19721,4880,5526,72.0,28.0,24.7,136.0,8.3,70.6,29.4,18879.0,3.78,0,0
Manchester University NHS FT,North West,2022,9,Sep,2022-09,18331,5433,4935,73.1,26.9,29.6,135.0,6.7,72.0,28.0,19018.0,-7.05,0,0
Manchester University NHS FT,North West,2022,10,Oct,2022-10,18418,5195,4982,72.9,27.1,28.2,147.0,11.8,73.1,26.9,18823.0,0.47,0,0
Manchester University NHS FT,North West,2022,11,Nov,2022-11,19253,5444,6259,67.5,32.5,28.3,182.0,13.4,72.9,27.1,18667.0,4.53,1,0
Manchester University NHS FT,North West,2022,12,Dec,2022-12,21064,5404,7150,66.1,33.9,25.7,206.0,10.5,67.5,32.5,19578.0,9.41,1,0
Manchester University NHS FT,North West,2023,1,Jan,2023-01,21859,6267,8451,61.3,38.7,28.7,161.0,14.3,66.1,33.9,20725.0,3.77,1,0
Manchester University NHS FT,North West,2023,2,Feb,2023-02,20304,5111,7413,63.5,36.5,25.2,203.0,15.0,61.3,38.7,21076.0,-7.11,1,0
Manchester University NHS FT,North West,2023,3,Mar,2023-03,19015,4595,6840,64.0,36.0,24.2,197.0,13.2,63.5,36.5,20393.0,-6.35,0,0
Manchester University NHS FT,North West,2023,4,Apr,2023-04,18041,4823,5850,67.6,32.4,26.7,194.0,11.3,64.0,36.0,19120.0,-5.12,0,0
Manchester University NHS FT,North West,2023,5,May,2023-05,18290,5279,5727,68.7,31.3,28.9,181.0,10.5,67.6,32.4,18449.0,1.38,0,0
Manchester University NHS FT,North West,2023,6,Jun,2023-06,18475,5715,5466,70.4,29.6,30.9,116.0,8.0,68.7,31.3,18269.0,1.01,0,0
Manchester University NHS FT,North West,2023,7,Jul,2023-07,19805,5133,6247,68.5,31.5,25.9,160.0,8.6,70.4,29.6,18857.0,7.2,0,0
Manchester University NHS FT,North West,2023,8,Aug,2023-08,20643,5421,7037,65.9,34.1,26.3,170.0,11.1,68.5,31.5,19641.0,4.23,0,0
Manchester University NHS FT,North West,2023,9,Sep,2023-09,17354,4247,5341,69.2,30.8,24.5,207.0,9.2,65.9,34.1,19267.0,-15.93,0,0
Manchester University NHS FT,North West,2023,10,Oct,2023-10,18589,5308,5825,68.7,31.3,28.6,190.0,9.9,69.2,30.8,18862.0,7.12,0,0
Manchester University NHS FT,North West,2023,11,Nov,2023-11,19745,6112,6847,65.3,34.7,31.0,198.0,12.5,68.7,31.3,18563.0,6.22,1,0
Manchester University NHS FT,North West,2023,12,Dec,2023-12,21136,5161,7925,62.5,37.5,24.4,192.0,15.9,65.3,34.7,19823.0,7.04,1,0
Manchester University NHS FT,North West,2024,1,Jan,2024-01,21098,5360,7405,64.9,35.1,25.4,190.0,9.9,62.5,37.5,20660.0,-0.18,1,0
Manchester University NHS FT,North West,2024,2,Feb,2024-02,20637,5454,6879,66.7,33.3,26.4,198.0,13.4,64.9,35.1,20957.0,-2.19,1,0
Manchester University NHS FT,North West,2024,3,Mar,2024-03,20453,5480,6733,67.1,32.9,26.8,165.0,14.5,66.7,33.3,20729.0,-0.89,0,0
Manchester University NHS FT,North West,2024,4,Apr,2024-04,18895,5648,5422,71.3,28.7,29.9,133.0,10.8,67.1,32.9,19995.0,-7.62,0,0
Manchester University NHS FT,North West,2024,5,May,2024-05,17306,4308,4557,73.7,26.3,24.9,147.0,10.9,71.3,28.7,18885.0,-8.41,0,0
Manchester University NHS FT,North West,2024,6,Jun,2024-06,18767,4902,5576,70.3,29.7,26.1,122.0,9.6,73.7,26.3,18323.0,8.44,0,0
Manchester University NHS FT,North West,2024,7,Jul,2024-07,19125,5331,5280,72.4,27.6,27.9,124.0,9.0,70.3,29.7,18399.0,1.91,0,0
Manchester University NHS FT,North West,2024,8,Aug,2024-08,20256,5592,6067,70.0,30.0,27.6,151.0,10.5,72.4,27.6,19383.0,5.91,0,0
Manchester University NHS FT,North West,2024,9,Sep,2024-09,18990,4834,5118,73.0,27.0,25.5,152.0,7.1,70.0,30.0,19457.0,-6.25,0,0
Manchester University NHS FT,North West,2024,10,Oct,2024-10,19314,5822,5955,69.2,30.8,30.1,211.0,12.6,73.0,27.0,19520.0,1.71,0,0
Manchester University NHS FT,North West,2024,11,Nov,2024-11,20814,5113,7001,66.4,33.6,24.6,181.0,9.8,69.2,30.8,19706.0,7.77,1,0
Manchester University NHS FT,North West,2024,12,Dec,2024-12,21425,6605,7600,64.5,35.5,30.8,197.0,14.4,66.4,33.6,20518.0,2.94,1,0
Newcastle Upon Tyne Hospitals,North East,2018,2,Feb,2018-02,12404,3637,2215,82.1,17.9,29.3,82.0,3.8,78.4,21.6,12625.0,-3.44,1,0
Newcastle Upon Tyne Hospitals,North East,2018,3,Mar,2018-03,11733,3171,1994,83.0,17.0,27.0,76.0,4.5,82.1,17.9,12328.0,-5.41,0,0
Newcastle Upon Tyne Hospitals,North East,2018,4,Apr,2018-04,10271,2640,1227,88.0,12.0,25.7,95.0,1.4,83.0,17.0,11469.0,-12.46,0,0
Newcastle Upon Tyne Hospitals,North East,2018,5,May,2018-05,10589,3206,1342,87.3,12.7,30.3,106.0,3.4,88.0,12.0,10864.0,3.1,0,0
Newcastle Upon Tyne Hospitals,North East,2018,6,Jun,2018-06,11125,3312,1166,89.5,10.5,29.8,105.0,2.2,87.3,12.7,10662.0,5.06,0,0
Newcastle Upon Tyne Hospitals,North East,2018,7,Jul,2018-07,11620,2866,1824,84.3,15.7,24.7,110.0,4.5,89.5,10.5,11111.0,4.45,0,0
Newcastle Upon Tyne Hospitals,North East,2018,8,Aug,2018-08,12115,3635,1665,86.3,13.7,30.0,110.0,3.3,84.3,15.7,11620.0,4.26,0,0
Newcastle Upon Tyne Hospitals,North East,2018,9,Sep,2018-09,10277,2560,1369,86.7,13.3,24.9,76.0,3.8,86.3,13.7,11337.0,-15.17,0,0
Newcastle Upon Tyne Hospitals,North East,2018,10,Oct,2018-10,11249,2946,1654,85.3,14.7,26.2,98.0,3.5,86.7,13.3,11214.0,9.46,0,0
Newcastle Upon Tyne Hospitals,North East,2018,11,Nov,2018-11,11418,3238,1874,83.6,16.4,28.4,102.0,3.0,85.3,14.7,10981.0,1.5,1,0
Newcastle Upon Tyne Hospitals,North East,2018,12,Dec,2018-12,12652,3535,2403,81.0,19.0,27.9,97.0,8.8,83.6,16.4,11773.0,10.81,1,0
Newcastle Upon Tyne Hospitals,North East,2019,1,Jan,2019-01,12967,4011,2872,77.9,22.1,30.9,144.0,7.4,81.0,19.0,12346.0,2.49,1,0
Newcastle Upon Tyne Hospitals,North East,2019,2,Feb,2019-02,12522,3205,2681,78.6,21.4,25.6,137.0,10.1,77.9,22.1,12714.0,-3.43,1,0
Newcastle Upon Tyne Hospitals,North East,2019,3,Mar,2019-03,12161,3367,2323,80.9,19.1,27.7,82.0,9.7,78.6,21.4,12550.0,-2.88,0,0
Newcastle Upon Tyne Hospitals,North East,2019,4,Apr,2019-04,11280,3342,1677,85.1,14.9,29.6,100.0,5.8,80.9,19.1,11988.0,-7.24,0,0
Newcastle Upon Tyne Hospitals,North East,2019,5,May,2019-05,10257,2946,1451,85.8,14.2,28.7,99.0,4.2,85.1,14.9,11233.0,-9.07,0,0
Newcastle Upon Tyne Hospitals,North East,2019,6,Jun,2019-06,11361,3124,1795,84.2,15.8,27.5,99.0,6.7,85.8,14.2,10966.0,10.76,0,0
Newcastle Upon Tyne Hospitals,North East,2019,7,Jul,2019-07,11897,2985,2007,83.1,16.9,25.1,97.0,6.5,84.2,15.8,11172.0,4.72,0,0
Newcastle Upon Tyne Hospitals,North East,2019,8,Aug,2019-08,11783,3203,1903,83.8,16.2,27.2,98.0,7.7,83.1,16.9,11680.0,-0.96,0,0
Newcastle Upon Tyne Hospitals,North East,2019,9,Sep,2019-09,10575,3114,1786,83.1,16.9,29.5,96.0,7.1,83.8,16.2,11418.0,-10.25,0,0
Newcastle Upon Tyne Hospitals,North East,2019,10,Oct,2019-10,11500,3533,1812,84.2,15.8,30.7,94.0,5.4,83.1,16.9,11286.0,8.75,0,0
Newcastle Upon Tyne Hospitals,North East,2019,11,Nov,2019-11,11998,3360,2502,79.1,20.9,28.0,122.0,9.8,84.2,15.8,11358.0,4.33,1,0
Newcastle Upon Tyne Hospitals,North East,2019,12,Dec,2019-12,12625,3343,2664,78.9,21.1,26.5,112.0,4.6,79.1,20.9,12041.0,5.23,1,0
Newcastle Upon Tyne Hospitals,North East,2020,1,Jan,2020-01,13025,3679,3338,74.4,25.6,28.2,150.0,11.3,78.9,21.1,12549.0,3.17,1,0
Newcastle Upon Tyne Hospitals,North East,2020,2,Feb,2020-02,12695,3813,2999,76.4,23.6,30.0,150.0,6.4,74.4,25.6,12782.0,-2.53,1,0
Newcastle Upon Tyne Hospitals,North East,2020,3,Mar,2020-03,12193,3611,2539,79.2,20.8,29.6,155.0,4.5,76.4,23.6,12638.0,-3.95,0,1
Newcastle Upon Tyne Hospitals,North East,2020,4,Apr,2020-04,6273,1932,1033,83.5,16.5,30.8,91.0,7.9,79.2,20.8,10387.0,-48.55,0,1
Newcastle Upon Tyne Hospitals,North East,2020,5,May,2020-05,5745,1405,926,83.9,16.1,24.5,109.0,7.5,83.5,16.5,8070.0,-8.42,0,1
Newcastle Upon Tyne Hospitals,North East,2020,6,Jun,2020-06,6315,1553,898,85.8,14.2,24.6,88.0,2.4,83.9,16.1,6111.0,9.92,0,1
Newcastle Upon Tyne Hospitals,North East,2020,7,Jul,2020-07,9351,2551,1735,81.4,18.6,27.3,84.0,4.1,85.8,14.2,7137.0,48.08,0,0
Newcastle Upon Tyne Hospitals,North East,2020,8,Aug,2020-08,9584,2952,1905,80.1,19.9,30.8,102.0,9.8,81.4,18.6,8417.0,2.49,0,0
Newcastle Upon Tyne Hospitals,North East,2020,9,Sep,2020-09,8800,2603,1527,82.6,17.4,29.6,86.0,4.9,80.1,19.9,9245.0,-8.18,0,0
Newcastle Upon Tyne Hospitals,North East,2020,10,Oct,2020-10,11152,2876,2225,80.0,20.0,25.8,87.0,8.0,82.6,17.4,9845.0,26.73,0,0
Newcastle Upon Tyne Hospitals,North East,2020,11,Nov,2020-11,11876,3522,2628,77.9,22.1,29.7,117.0,6.8,80.0,20.0,10609.0,6.49,1,0
Newcastle Upon Tyne Hospitals,North East,2020,12,Dec,2020-12,13135,3228,3198,75.6,24.4,24.6,132.0,7.3,77.9,22.1,12054.0,10.6,1,0
Newcastle Upon Tyne Hospitals,North East,2021,1,Jan,2021-01,13400,3344,4188,68.7,31.3,25.0,193.0,11.0,75.6,24.4,12804.0,2.02,1,0
Newcastle Upon Tyne Hospitals,North East,2021,2,Feb,2021-02,12390,3210,3776,69.5,30.5,25.9,187.0,8.2,68.7,31.3,12975.0,-7.54,1,0
Newcastle Upon Tyne Hospitals,North East,2021,3,Mar,2021-03,12134,3610,3548,70.8,29.2,29.8,113.0,9.7,69.5,30.5,12641.0,-2.07,0,0
Newcastle Upon Tyne Hospitals,North East,2021,4,Apr,2021-04,11208,3140,2754,75.4,24.6,28.0,140.0,10.3,70.8,29.2,11911.0,-7.63,0,0
Newcastle Upon Tyne Hospitals,North East,2021,5,May,2021-05,11333,3146,2801,75.3,24.7,27.8,148.0,11.6,75.4,24.6,11558.0,1.12,0,0
Newcastle Upon Tyne Hospitals,North East,2021,6,Jun,2021-06,11716,2971,2927,75.0,25.0,25.4,132.0,10.2,75.3,24.7,11419.0,3.38,0,0
Newcastle Upon Tyne Hospitals,North East,2021,7,Jul,2021-07,12166,3633,3168,74.0,26.0,29.9,126.0,11.3,75.0,25.0,11738.0,3.84,0,0
Newcastle Upon Tyne Hospitals,North East,2021,8,Aug,2021-08,12428,3377,3437,72.3,27.7,27.2,144.0,7.4,74.0,26.0,12103.0,2.15,0,0
Newcastle Upon Tyne Hospitals,North East,2021,9,Sep,2021-09,10973,2768,2542,76.8,23.2,25.2,136.0,8.6,72.3,27.7,11856.0,-11.71,0,0
Newcastle Upon Tyne Hospitals,North East,2021,10,Oct,2021-10,11584,2966,3057,73.6,26.4,25.6,135.0,8.5,76.8,23.2,11662.0,5.57,0,0
Newcastle Upon Tyne Hospitals,North East,2021,11,Nov,2021-11,12683,3550,3920,69.1,30.9,28.0,167.0,9.5,73.6,26.4,11747.0,9.49,1,0
Newcastle Upon Tyne Hospitals,North East,2021,12,Dec,2021-12,12693,3779,4155,67.3,32.7,29.8,174.0,14.0,69.1,30.9,12320.0,0.08,1,0
Newcastle Upon Tyne Hospitals,North East,2022,1,Jan,2022-01,14070,3517,5091,63.8,36.2,25.0,179.0,14.5,67.3,32.7,13149.0,10.85,1,0
Newcastle Upon Tyne Hospitals,North East,2022,2,Feb,2022-02,12833,3580,4700,63.4,36.6,27.9,210.0,14.6,63.8,36.2,13199.0,-8.79,1,0
Newcastle Upon Tyne Hospitals,North East,2022,3,Mar,2022-03,12059,3080,3832,68.2,31.8,25.5,169.0,13.4,63.4,36.6,12987.0,-6.03,0,0
Newcastle Upon Tyne Hospitals,North East,2022,4,Apr,2022-04,11209,2690,3409,69.6,30.4,24.0,212.0,12.4,68.2,31.8,12034.0,-7.05,0,0
Newcastle Upon Tyne Hospitals,North East,2022,5,May,2022-05,11316,2836,3052,73.0,27.0,25.1,131.0,8.5,69.6,30.4,11528.0,0.95,0,0
Newcastle Upon Tyne Hospitals,North East,2022,6,Jun,2022-06,11180,3403,3189,71.5,28.5,30.4,112.0,8.7,73.0,27.0,11235.0,-1.2,0,0
Newcastle Upon Tyne Hospitals,North East,2022,7,Jul,2022-07,12091,3670,3750,69.0,31.0,30.4,185.0,10.7,71.5,28.5,11529.0,8.15,0,0
Newcastle Upon Tyne Hospitals,North East,2022,8,Aug,2022-08,13000,3563,4206,67.6,32.4,27.4,183.0,11.9,69.0,31.0,12090.0,7.52,0,0
Newcastle Upon Tyne Hospitals,North East,2022,9,Sep,2022-09,11895,3186,3318,72.1,27.9,26.8,147.0,7.8,67.6,32.4,12329.0,-8.5,0,0
Newcastle Upon Tyne Hospitals,North East,2022,10,Oct,2022-10,11349,2994,3649,67.8,32.2,26.4,188.0,11.9,72.1,27.9,12081.0,-4.59,0,0
Newcastle Upon Tyne Hospitals,North East,2022,11,Nov,2022-11,13153,3618,4397,66.6,33.4,27.5,158.0,8.9,67.8,32.2,12132.0,15.9,1,0
Newcastle Upon Tyne Hospitals,North East,2022,12,Dec,2022-12,13261,3961,4736,64.3,35.7,29.9,165.0,9.7,66.6,33.4,12588.0,0.82,1,0
Newcastle Upon Tyne Hospitals,North East,2023,1,Jan,2023-01,13732,3343,5701,58.5,41.5,24.3,202.0,12.2,64.3,35.7,13382.0,3.55,1,0
Newcastle Upon Tyne Hospitals,North East,2023,2,Feb,2023-02,13303,3354,5301,60.2,39.8,25.2,180.0,15.8,58.5,41.5,13432.0,-3.12,1,0
Newcastle Upon Tyne Hospitals,North East,2023,3,Mar,2023-03,12480,3104,4426,64.5,35.5,24.9,205.0,10.8,60.2,39.8,13172.0,-6.19,0,0
Newcastle Upon Tyne Hospitals,North East,2023,4,Apr,2023-04,11795,3597,3917,66.8,33.2,30.5,180.0,9.0,64.5,35.5,12526.0,-5.49,0,0
Newcastle Upon Tyne Hospitals,North East,2023,5,May,2023-05,10952,3030,3358,69.3,30.7,27.7,205.0,9.1,66.8,33.2,11742.0,-7.15,0,0
Newcastle Upon Tyne Hospitals,North East,2023,6,Jun,2023-06,11604,3565,3986,65.6,34.4,30.7,198.0,14.6,69.3,30.7,11450.0,5.95,0,0
Newcastle Upon Tyne Hospitals,North East,2023,7,Jul,2023-07,12353,3551,4141,66.5,33.5,28.7,176.0,13.8,65.6,34.4,11636.0,6.45,0,0
Newcastle Upon Tyne Hospitals,North East,2023,8,Aug,2023-08,13412,3912,4484,66.6,33.4,29.2,173.0,10.4,66.5,33.5,12456.0,8.57,0,0
Newcastle Upon Tyne Hospitals,North East,2023,9,Sep,2023-09,12061,3499,4213,65.1,34.9,29.0,201.0,13.0,66.6,33.4,12609.0,-10.07,0,0
Newcastle Upon Tyne Hospitals,North East,2023,10,Oct,2023-10,12460,3286,4451,64.3,35.7,26.4,160.0,12.2,65.1,34.9,12644.0,3.31,0,0
Newcastle Upon Tyne Hospitals,North East,2023,11,Nov,2023-11,12701,3790,4838,61.9,38.1,29.8,216.0,11.4,64.3,35.7,12407.0,1.93,1,0
Newcastle Upon Tyne Hospitals,North East,2023,12,Dec,2023-12,13291,3247,5018,62.2,37.8,24.4,161.0,11.2,61.9,38.1,12817.0,4.65,1,0
Newcastle Upon Tyne Hospitals,North East,2024,1,Jan,2024-01,14122,4346,5559,60.6,39.4,30.8,184.0,13.8,62.2,37.8,13371.0,6.25,1,0
Newcastle Upon Tyne Hospitals,North East,2024,2,Feb,2024-02,13135,3760,4805,63.4,36.6,28.6,204.0,14.3,60.6,39.4,13516.0,-6.99,1,0
Newcastle Upon Tyne Hospitals,North East,2024,3,Mar,2024-03,12877,3827,4166,67.6,32.4,29.7,204.0,8.7,63.4,36.6,13378.0,-1.96,0,0
Newcastle Upon Tyne Hospitals,North East,2024,4,Apr,2024-04,11355,3252,3647,67.9,32.1,28.6,182.0,10.7,67.6,32.4,12456.0,-11.82,0,0
Newcastle Upon Tyne Hospitals,North East,2024,5,May,2024-05,11934,3623,3328,72.1,27.9,30.4,124.0,10.9,67.9,32.1,12055.0,5.1,0,0
Newcastle Upon Tyne Hospitals,North East,2024,6,Jun,2024-06,11726,2965,3659,68.8,31.2,25.3,177.0,10.5,72.1,27.9,11672.0,-1.74,0,0
Newcastle Upon Tyne Hospitals,North East,2024,7,Jul,2024-07,13136,3828,4333,67.0,33.0,29.1,190.0,10.3,68.8,31.2,12265.0,12.02,0,0
Newcastle Upon Tyne Hospitals,North East,2024,8,Aug,2024-08,13155,3706,4377,66.7,33.3,28.2,183.0,9.6,67.0,33.0,12672.0,0.14,0,0
Newcastle Upon Tyne Hospitals,North East,2024,9,Sep,2024-09,11459,3474,3470,69.7,30.3,30.3,177.0,12.0,66.7,33.3,12583.0,-12.89,0,0
Newcastle Upon Tyne Hospitals,North East,2024,10,Oct,2024-10,12342,3671,3794,69.3,30.7,29.7,192.0,11.7,69.7,30.3,12319.0,7.71,0,0
Newcastle Upon Tyne Hospitals,North East,2024,11,Nov,2024-11,13582,3570,4804,64.6,35.4,26.3,156.0,14.3,69.3,30.7,12461.0,10.05,1,0
Newcastle Upon Tyne Hospitals,North East,2024,12,Dec,2024-12,13979,3919,5389,61.4,38.6,28.0,185.0,11.2,64.6,35.4,13301.0,2.92,1,0
Nottingham University Hospitals,Midlands,2018,2,Feb,2018-02,12442,3628,2582,79.2,20.8,29.2,148.0,8.7,77.7,22.3,13075.0,-9.24,1,0
Nottingham University Hospitals,Midlands,2018,3,Mar,2018-03,11729,3446,1794,84.7,15.3,29.4,98.0,7.0,79.2,20.8,12626.0,-5.73,0,0
Nottingham University Hospitals,Midlands,2018,4,Apr,2018-04,11463,2822,1474,87.1,12.9,24.6,92.0,2.0,84.7,15.3,11878.0,-2.27,0,0
Nottingham University Hospitals,Midlands,2018,5,May,2018-05,10844,2652,1321,87.8,12.2,24.5,87.0,1.9,87.1,12.9,11345.0,-5.4,0,0
Nottingham University Hospitals,Midlands,2018,6,Jun,2018-06,11547,2829,1215,89.5,10.5,24.5,108.0,3.8,87.8,12.2,11285.0,6.48,0,0
Nottingham University Hospitals,Midlands,2018,7,Jul,2018-07,11881,3267,1842,84.5,15.5,27.5,103.0,6.7,89.5,10.5,11424.0,2.89,0,0
Nottingham University Hospitals,Midlands,2018,8,Aug,2018-08,11973,3211,1978,83.5,16.5,26.8,85.0,4.2,84.5,15.5,11800.0,0.77,0,0
Nottingham University Hospitals,Midlands,2018,9,Sep,2018-09,10959,3342,1271,88.4,11.6,30.5,89.0,6.5,83.5,16.5,11604.0,-8.47,0,0
Nottingham University Hospitals,Midlands,2018,10,Oct,2018-10,11335,2899,1689,85.1,14.9,25.6,97.0,8.1,88.4,11.6,11422.0,3.43,0,0
Nottingham University Hospitals,Midlands,2018,11,Nov,2018-11,12522,3573,2239,82.1,17.9,28.5,79.0,8.6,85.1,14.9,11605.0,10.47,1,0
Nottingham University Hospitals,Midlands,2018,12,Dec,2018-12,12883,3620,2514,80.5,19.5,28.1,97.0,4.3,82.1,17.9,12247.0,2.88,1,0
Nottingham University Hospitals,Midlands,2019,1,Jan,2019-01,13659,3960,3188,76.7,23.3,29.0,147.0,10.0,80.5,19.5,13021.0,6.02,1,0
Nottingham University Hospitals,Midlands,2019,2,Feb,2019-02,12931,3232,2681,79.3,20.7,25.0,145.0,5.9,76.7,23.3,13158.0,-5.33,1,0
Nottingham University Hospitals,Midlands,2019,3,Mar,2019-03,12289,3064,2356,80.8,19.2,24.9,97.0,4.0,79.3,20.7,12960.0,-4.96,0,0
Nottingham University Hospitals,Midlands,2019,4,Apr,2019-04,11581,2779,1858,84.0,16.0,24.0,93.0,2.9,80.8,19.2,12267.0,-5.76,0,0
Nottingham University Hospitals,Midlands,2019,5,May,2019-05,10922,2669,1418,87.0,13.0,24.4,104.0,1.6,84.0,16.0,11597.0,-5.69,0,0
Nottingham University Hospitals,Midlands,2019,6,Jun,2019-06,11240,2946,1500,86.6,13.4,26.2,79.0,3.8,87.0,13.0,11248.0,2.91,0,0
Nottingham University Hospitals,Midlands,2019,7,Jul,2019-07,12066,3160,1742,85.6,14.4,26.2,103.0,7.4,86.6,13.4,11409.0,7.35,0,0
Nottingham University Hospitals,Midlands,2019,8,Aug,2019-08,12576,3350,1908,84.8,15.2,26.6,109.0,2.8,85.6,14.4,11961.0,4.23,0,0
Nottingham University Hospitals,Midlands,2019,9,Sep,2019-09,11525,3078,1710,85.2,14.8,26.7,97.0,6.4,84.8,15.2,12056.0,-8.36,0,0
Nottingham University Hospitals,Midlands,2019,10,Oct,2019-10,11242,3259,2040,81.9,18.1,29.0,98.0,9.1,85.2,14.8,11781.0,-2.46,0,0
Nottingham University Hospitals,Midlands,2019,11,Nov,2019-11,12907,3732,2260,82.5,17.5,28.9,85.0,3.8,81.9,18.1,11891.0,14.81,1,0
